	term	tag	value	pstv	ngtv	neut	dunno	pstvNgtvDisagreementRatio	Female	Male	F - M
29055	полужидкий	NEUT	-0.02	0.063	0.156	0.593	0.188	0.0	0.499	0.663	-0.164
29056	полужирный	NEUT	0.0	0.1	0.15	0.65	0.1	0.0	0.436	0.693	-0.257
29057	полузабытый	NEUT	0.0	0.119	0.138	0.633	0.11	0.0	0.384	0.679	-0.295
29058	полузабытьё	NEUT	-0.07	0.038	0.154	0.5	0.308	0.0	0.603	0.613	-0.01
29059	полузащита	NEUT	0.27	0.277	0.04	0.525	0.158	0.0	0.348	0.628	-0.28
29060	полузащитник	NEUT	0.2	0.28	0.02	0.64	0.06	0.0	0.407	0.56	-0.153
29061	полуколониальный	NEUT	-0.29	0.089	0.257	0.466	0.188	0.0	0.423	0.591	-0.168
29062	полукольцо	NEUT	0.0	0.108	0.09	0.649	0.153	0.0	0.607	0.562	0.045
29063	полукомбинезон	NEUT	0.08	0.185	0.0	0.593	0.222	0.0	0.648	0.41	0.238
29064	полукочевой	NEUT	0.0	0.109	0.109	0.574	0.208	0.0	0.42	0.592	-0.172
29065	полукровка	NGTV	-0.37	0.109	0.287	0.406	0.198	0.02	0.454	0.584	-0.13
29066	полукруг	NEUT	0.03	0.19	0.024	0.691	0.095	0.0	0.601	0.647	-0.046
29067	полукруглый	NEUT	0.0	0.098	0.0	0.863	0.039	0.0	0.532	0.629	-0.097
29068	полукружный	NEUT	0.0	0.0	0.037	0.63	0.333	0.0	0.475	0.665	-0.19
29069	полулегальный	NGTV	-0.68	0.066	0.547	0.33	0.057	0.0	0.447	0.586	-0.139
29070	полулежать	NEUT	0.1	0.176	0.0	0.53	0.294	0.0	0.671	0.574	0.097
29071	полулитровый	NEUT	0.0	0.08	0.06	0.76	0.1	0.0	0.449	0.651	-0.202
29072	полулёжа	NEUT	0.05	0.186	0.023	0.651	0.14	0.0	0.531	0.595	-0.064
29073	полумаска	NEUT	0.0	0.118	0.059	0.588	0.235	0.0	0.622	0.583	0.039
29074	полумгла	NEUT	-0.01	0.063	0.146	0.562	0.229	0.0	0.571	0.31	0.261
29075	полумера	NEUT	-0.13	0.112	0.172	0.475	0.241	0.0	0.354	0.451	-0.097
29076	полумесяц	NEUT	0.06	0.192	0.058	0.654	0.096	0.0	0.701	0.685	0.016
29077	полуметровый	NEUT	0.0	0.142	0.1	0.658	0.1	0.0	0.574	0.649	-0.075
29078	полумрак	NEUT	-0.05	0.042	0.208	0.729	0.021	0.0	0.624	0.559	0.065
29079	полумягкий	NEUT	0.0	0.116	0.047	0.721	0.116	0.0	0.455	0.646	-0.191
29080	полумёртвый	NGTV	-0.72	0.103	0.517	0.277	0.103	0.0	0.438	0.667	-0.229
29081	полунагой	NEUT	-0.03	0.037	0.167	0.611	0.185	0.0	0.476	0.592	-0.116
29082	полунасмешливо	NGTV	-0.49	0.139	0.386	0.356	0.119	0.08	0.497	0.424	0.073
29083	полунищий	NGTV	-0.85	0.02	0.62	0.24	0.12	0.0	0.434	0.631	-0.197
29084	полуночник	NEUT	0.0	0.119	0.075	0.605	0.201	0.0	0.506	0.605	-0.099
29085	полуночница	NEUT	-0.02	0.063	0.156	0.593	0.188	0.0	0.712	0.371	0.341
29086	полуночный	NEUT	0.0	0.078	0.078	0.668	0.176	0.0	0.601	0.615	-0.014
29087	полуобморок	NGTV	-0.79	0.052	0.61	0.273	0.065	0.0	0.561	0.592	-0.031
29088	полуобнажённый	NEUT	0.0	0.133	0.086	0.629	0.152	0.0	0.404	0.677	-0.273
29089	полуоборот	NEUT	0.0	0.06	0.04	0.7	0.2	0.0	0.521	0.683	-0.162
29090	полуобразованный	NGTV	-0.35	0.16	0.29	0.4	0.15	0.12	0.428	0.663	-0.235
29091	полуовал	NEUT	0.0	0.051	0.128	0.616	0.205	0.0	0.27	0.598	-0.328
29092	полуодетый	NEUT	0.0	0.13	0.093	0.647	0.13	0.0	0.434	0.623	-0.189
29093	полуокружность	NEUT	0.0	0.111	0.037	0.667	0.185	0.0	0.539	0.681	-0.142
29094	полуосвещённый	NEUT	0.05	0.194	0.0	0.677	0.129	0.0	0.389	0.665	-0.276
29095	полуостров	NEUT	0.23	0.28	0.017	0.584	0.119	0.0	0.499	0.605	-0.106
29096	полуось	NEUT	0.0	0.118	0.059	0.558	0.265	0.0	0.427	0.498	-0.071
29097	полуофициальный	NEUT	0.0	0.129	0.099	0.604	0.168	0.0	0.275	0.571	-0.296
29098	полупальто	NEUT	0.12	0.235	0.0	0.677	0.088	0.0	0.512	0.553	-0.041
29099	полуперчатка	NEUT	0.0	0.138	0.034	0.552	0.276	0.0	0.464	0.636	-0.172
29100	полуподвал	NEUT	0.0	0.069	0.034	0.759	0.138	0.0	0.471	0.569	-0.098
29101	полуподвальный	NEUT	0.0	0.038	0.115	0.847	0.0	0.0	0.46	0.587	-0.127
29102	полупоклон	NEUT	0.44	0.376	0.05	0.445	0.129	0.0	0.536	0.721	-0.185
29103	полуправда	NGTV	-0.58	0.08	0.469	0.371	0.08	0.0	0.435	0.526	-0.091
29104	полупрезрительный	NGTV	-0.9	0.08	0.6	0.2	0.12	0.0	0.349	0.629	-0.28
29105	полупризнание	NEUT	0.12	0.176	0.137	0.491	0.196	0.03	0.389	0.571	-0.182
29106	полуприсед	NEUT	0.05	0.165	0.066	0.571	0.198	0.0	0.509	0.503	0.006
29107	полуприцеп	NEUT	0.0	0.155	0.078	0.612	0.155	0.0	0.522	0.655	-0.133
29108	полупроводник	NEUT	0.06	0.214	0.0	0.715	0.071	0.0	0.494	0.648	-0.154
29109	полупрозрачность	NEUT	0.0	0.109	0.065	0.739	0.087	0.0	0.589	0.603	-0.014
29110	полупрозрачный	NEUT	0.0	0.133	0.083	0.701	0.083	0.0	0.562	0.548	0.014
29111	полупроницаемый	NEUT	0.07	0.179	0.0	0.59	0.231	0.0	0.417	0.533	-0.116
29112	полупустой	NEUT	0.0	0.094	0.132	0.68	0.094	0.0	0.441	0.588	-0.147
29113	полупустынный	NEUT	0.07	0.184	0.136	0.593	0.087	0.0	0.469	0.58	-0.111
29114	полупустыня	NEUT	0.0	0.111	0.037	0.741	0.111	0.0	0.526	0.538	-0.012
29115	полупьяный	NGTV	-0.38	0.155	0.34	0.447	0.058	0.08	0.422	0.683	-0.261
29116	полураздетый	NEUT	-0.21	0.079	0.237	0.526	0.158	0.0	0.427	0.648	-0.221
29117	полуразложившийся	NGTV	-0.54	0.069	0.396	0.357	0.178	0.0	0.508	0.591	-0.083
29118	полуразрушенный	NGTV	-0.69	0.045	0.541	0.315	0.099	0.0	0.491	0.589	-0.098
29119	полураспад	NEUT	0.0	0.074	0.111	0.593	0.222	0.0	0.596	0.653	-0.057
29120	полусапожки	NEUT	0.0	0.12	0.04	0.64	0.2	0.0	0.595	0.393	0.202
29121	полусвет	NEUT	0.0	0.134	0.089	0.625	0.152	0.0	0.535	0.57	-0.035
29122	полусидеть	NEUT	0.0	0.041	0.082	0.612	0.265	0.0	0.526	0.628	-0.102
29123	полуслепой	NGTV	-0.75	0.049	0.566	0.287	0.098	0.0	0.478	0.498	-0.02
29124	полуслово	NEUT	0.0	0.11	0.07	0.54	0.28	0.0	0.509	0.522	-0.013
29125	полусмерть	NGTV	-0.57	0.05	0.43	0.35	0.17	0.0	0.553	0.489	0.064
29126	полусогнутый	NEUT	0.0	0.061	0.106	0.681	0.152	0.0	0.454	0.695	-0.241
29127	полусознательный	NEUT	-0.12	0.165	0.184	0.505	0.146	0.09	0.384	0.587	-0.203
